id	sample	name	stain	count	ancestry
704047	IPIHNSC023.T1	CD4 hi	treg	0	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704048	IPIHNSC023.T1	CD25 hi	treg	0	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704049	IPIHNSC023.T1	CD45RO hi	treg	5	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704050	IPIHNSC023.T1	CD127 hi	treg	2	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704051	IPIHNSC023.T1	CTLA4 hi	treg	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704052	IPIHNSC023.T1	FoxP3 hi	treg	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704053	IPIHNSC023.T1	ICOs hi	treg	0	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704054	IPIHNSC023.T1	Ki67 hi	treg	3	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704055	IPIHNSC023.T1	LiveDead_HLADR hi	treg	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704056	IPIHNSC023.T1	PD1 hi	treg	1	"Q4: CD8a-,CD4-	CD3+,HLADR-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704057	IPIHNSC023.T1	CD4 hi	treg	622	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704058	IPIHNSC023.T1	CD25 hi	treg	91	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704059	IPIHNSC023.T1	CD45RO hi	treg	51	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704060	IPIHNSC023.T1	CD127 hi	treg	269	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704061	IPIHNSC023.T1	CTLA4 hi	treg	37	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704062	IPIHNSC023.T1	FoxP3 hi	treg	35	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704063	IPIHNSC023.T1	ICOs hi	treg	61	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704064	IPIHNSC023.T1	Ki67 hi	treg	25	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704065	IPIHNSC023.T1	LiveDead_HLADR hi	treg	40	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704066	IPIHNSC023.T1	PD1 hi	treg	70	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704067	IPIHNSC023.T1	Q1: CD8a-,CD4+	treg	613	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704068	IPIHNSC023.T1	CD3 all,CD4+,CD25+,FoxP3+ (Tr)	treg	64	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704069	IPIHNSC023.T1	CD4 hi	treg	64	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704070	IPIHNSC023.T1	CD25 hi	treg	57	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704071	IPIHNSC023.T1	CD45RO hi	treg	9	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704072	IPIHNSC023.T1	CD127 hi	treg	26	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704073	IPIHNSC023.T1	CTLA4 hi	treg	24	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704074	IPIHNSC023.T1	FoxP3 hi	treg	26	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704075	IPIHNSC023.T1	ICOs hi	treg	30	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704076	IPIHNSC023.T1	Ki67 hi	treg	8	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704077	IPIHNSC023.T1	LiveDead_HLADR hi	treg	6	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704078	IPIHNSC023.T1	PD1 hi	treg	7	"CD3 all,CD4+,CD25+,FoxP3+ (Tr)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704079	IPIHNSC023.T1	CD3 all,CD4+,CD25- (Th)	treg	545	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704080	IPIHNSC023.T1	CD4 hi	treg	545	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704081	IPIHNSC023.T1	CD25 hi	treg	25	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704082	IPIHNSC023.T1	CD45RO hi	treg	23	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704083	IPIHNSC023.T1	CD127 hi	treg	177	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704084	IPIHNSC023.T1	CTLA4 hi	treg	6	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704085	IPIHNSC023.T1	FoxP3 hi	treg	3	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704086	IPIHNSC023.T1	ICOs hi	treg	26	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704087	IPIHNSC023.T1	Ki67 hi	treg	6	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704088	IPIHNSC023.T1	LiveDead_HLADR hi	treg	17	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704089	IPIHNSC023.T1	PD1 hi	treg	50	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704090	IPIHNSC023.T1	Q1: PD1-,CTLA4+	treg	4	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704091	IPIHNSC023.T1	CD4 hi	treg	4	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704092	IPIHNSC023.T1	CD25 hi	treg	1	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704093	IPIHNSC023.T1	CD45RO hi	treg	0	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704094	IPIHNSC023.T1	CD127 hi	treg	1	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704095	IPIHNSC023.T1	CTLA4 hi	treg	4	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704096	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704097	IPIHNSC023.T1	ICOs hi	treg	1	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704098	IPIHNSC023.T1	Ki67 hi	treg	0	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704099	IPIHNSC023.T1	LiveDead_HLADR hi	treg	0	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704100	IPIHNSC023.T1	PD1 hi	treg	0	"Q1: PD1-,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704101	IPIHNSC023.T1	Q2: PD1+,CTLA4+	treg	1	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704102	IPIHNSC023.T1	CD4 hi	treg	1	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704103	IPIHNSC023.T1	CD25 hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704104	IPIHNSC023.T1	CD45RO hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704105	IPIHNSC023.T1	CD127 hi	treg	1	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704106	IPIHNSC023.T1	CTLA4 hi	treg	1	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704107	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704108	IPIHNSC023.T1	ICOs hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704109	IPIHNSC023.T1	Ki67 hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704110	IPIHNSC023.T1	LiveDead_HLADR hi	treg	0	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704111	IPIHNSC023.T1	PD1 hi	treg	1	"Q2: PD1+,CTLA4+	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704112	IPIHNSC023.T1	Q3: PD1+,CTLA4-	treg	56	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704113	IPIHNSC023.T1	CD4 hi	treg	56	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704114	IPIHNSC023.T1	CD25 hi	treg	3	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704115	IPIHNSC023.T1	CD45RO hi	treg	5	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704116	IPIHNSC023.T1	CD127 hi	treg	17	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704117	IPIHNSC023.T1	CTLA4 hi	treg	0	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704118	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704119	IPIHNSC023.T1	ICOs hi	treg	9	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704120	IPIHNSC023.T1	Ki67 hi	treg	0	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704121	IPIHNSC023.T1	LiveDead_HLADR hi	treg	3	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704122	IPIHNSC023.T1	PD1 hi	treg	49	"Q3: PD1+,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704123	IPIHNSC023.T1	Q4: PD1-,CTLA4-	treg	484	"CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704124	IPIHNSC023.T1	CD4 hi	treg	484	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704125	IPIHNSC023.T1	CD25 hi	treg	21	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704126	IPIHNSC023.T1	CD45RO hi	treg	18	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704127	IPIHNSC023.T1	CD127 hi	treg	158	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704128	IPIHNSC023.T1	CTLA4 hi	treg	1	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704129	IPIHNSC023.T1	FoxP3 hi	treg	3	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704130	IPIHNSC023.T1	ICOs hi	treg	16	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704131	IPIHNSC023.T1	Ki67 hi	treg	6	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704132	IPIHNSC023.T1	LiveDead_HLADR hi	treg	14	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704133	IPIHNSC023.T1	PD1 hi	treg	0	"Q4: PD1-,CTLA4-	CD3 all,CD4+,CD25- (Th)	Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704134	IPIHNSC023.T1	CD4 hi	treg	613	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704135	IPIHNSC023.T1	CD25 hi	treg	86	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704136	IPIHNSC023.T1	CD45RO hi	treg	33	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704137	IPIHNSC023.T1	CD127 hi	treg	207	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704138	IPIHNSC023.T1	CTLA4 hi	treg	31	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704139	IPIHNSC023.T1	FoxP3 hi	treg	29	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704140	IPIHNSC023.T1	ICOs hi	treg	59	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704141	IPIHNSC023.T1	Ki67 hi	treg	14	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704142	IPIHNSC023.T1	LiveDead_HLADR hi	treg	23	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704143	IPIHNSC023.T1	PD1 hi	treg	58	"Q1: CD8a-,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704144	IPIHNSC023.T1	Q2: CD8a+,CD4+	treg	9	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704145	IPIHNSC023.T1	CD4 hi	treg	9	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704146	IPIHNSC023.T1	CD25 hi	treg	2	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704147	IPIHNSC023.T1	CD45RO hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704148	IPIHNSC023.T1	CD127 hi	treg	4	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704149	IPIHNSC023.T1	CTLA4 hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704150	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704151	IPIHNSC023.T1	ICOs hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704152	IPIHNSC023.T1	Ki67 hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704153	IPIHNSC023.T1	LiveDead_HLADR hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704154	IPIHNSC023.T1	PD1 hi	treg	0	"Q2: CD8a+,CD4+	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704155	IPIHNSC023.T1	Q3: CD8a+,CD4-	treg	266	"CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704156	IPIHNSC023.T1	CD4 hi	treg	0	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704157	IPIHNSC023.T1	CD25 hi	treg	3	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704158	IPIHNSC023.T1	CD45RO hi	treg	5	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704159	IPIHNSC023.T1	CD127 hi	treg	55	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704160	IPIHNSC023.T1	CTLA4 hi	treg	4	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704161	IPIHNSC023.T1	FoxP3 hi	treg	5	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704162	IPIHNSC023.T1	ICOs hi	treg	2	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704163	IPIHNSC023.T1	Ki67 hi	treg	3	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704164	IPIHNSC023.T1	LiveDead_HLADR hi	treg	8	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704165	IPIHNSC023.T1	PD1 hi	treg	11	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704166	IPIHNSC023.T1	Q1: PD1-,CTLA4+	treg	4	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704167	IPIHNSC023.T1	CD4 hi	treg	0	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704168	IPIHNSC023.T1	CD25 hi	treg	0	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704169	IPIHNSC023.T1	CD45RO hi	treg	2	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704170	IPIHNSC023.T1	CD127 hi	treg	0	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704171	IPIHNSC023.T1	CTLA4 hi	treg	4	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704172	IPIHNSC023.T1	FoxP3 hi	treg	3	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704173	IPIHNSC023.T1	ICOs hi	treg	0	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704174	IPIHNSC023.T1	Ki67 hi	treg	3	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704175	IPIHNSC023.T1	LiveDead_HLADR hi	treg	2	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704176	IPIHNSC023.T1	PD1 hi	treg	0	"Q1: PD1-,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704177	IPIHNSC023.T1	Q2: PD1+,CTLA4+	treg	0	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704178	IPIHNSC023.T1	CD4 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704179	IPIHNSC023.T1	CD25 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704180	IPIHNSC023.T1	CD45RO hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704181	IPIHNSC023.T1	CD127 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704182	IPIHNSC023.T1	CTLA4 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704183	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704184	IPIHNSC023.T1	ICOs hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704185	IPIHNSC023.T1	Ki67 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704186	IPIHNSC023.T1	LiveDead_HLADR hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704187	IPIHNSC023.T1	PD1 hi	treg	0	"Q2: PD1+,CTLA4+	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704188	IPIHNSC023.T1	Q3: PD1+,CTLA4-	treg	13	"Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704189	IPIHNSC023.T1	CD4 hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704190	IPIHNSC023.T1	CD25 hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704191	IPIHNSC023.T1	CD45RO hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704192	IPIHNSC023.T1	CD127 hi	treg	4	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704193	IPIHNSC023.T1	CTLA4 hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704194	IPIHNSC023.T1	FoxP3 hi	treg	0	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
704195	IPIHNSC023.T1	ICOs hi	treg	1	"Q3: PD1+,CTLA4-	Q3: CD8a+,CD4-	CD3+ all	CD45+	Live	Single Cells 2	Single Cells	Time"
